player,player_id,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Match,PB
A'Jon Vivens,75949,0.5714285714285714,0.2253164556962025,0.048076923,0.024390244,0.0925,0.024506467,0.0,0.1276432141484044,0.3333333333333333,0.0,0.048076923,0.1397058823529411,0.032058766,0.046153846,0.1111111111111111,0.172,0.1,0.2167832167832167,0.7619589977220957,0.4489208633093525,0.9362637362637364,0.0,0.2788259958071278,0.3347398030942335,0.4459016393442622,0.5023183925811437,0.4056603773584905,0.0,0.089347079,0.1176470588235294,0.1710296684118673,0.2019543973941368,0.0,0.0,0.1313131313131313,0.2444444444444444,0.0,0.1276432141484044,0.1397058823529411,0.1765,0.1827586206896551,0.079880952,0.1007751937984496,0,0
A'Jon Vivens,75949,0.2142857142857142,0.1215189873417721,0.096153846,0.097560976,0.3291666666666666,0.056501021,0.0,0.083813918,0.2222222222222222,0.0,0.096153846,0.094117647,0.051469157,0.123076923,0.079365079,0.172,0.0,0.1223776223776223,0.8792710706150342,0.5395683453237411,0.887912088,0.0,0.2756813417190775,0.080168776,0.5983606557377049,0.3848531684698608,0.3490566037735849,0.0,0.010309278,0.011764706,0.045375218,0.1107491856677524,0.0,0.0,0.03030303,0.1209876543209876,0.03125,0.083813918,0.094117647,0.18775,0.1948275862068965,0.071904762,0.050387597,0,0
A'Jon Vivens,75949,0.2857142857142857,0.096202532,0.028846154,0.0,0.0,0.0,0.0,0.043060361,0.1111111111111111,0.0,0.028846154,0.070588235,0.034977622,0.030769231,0.055555556,0.172,0.2,0.087412587,0.316628702,0.3971223021582734,0.8703296703296705,0.0,0.2526205450733752,0.4120956399437412,0.362295082,0.4466769706336939,0.160377358,0.0,0.038946163,0.047058824,0.034904014,0.06514658,0.0,0.0,0.060606061,0.1037037037037037,0.0,0.043060361,0.070588235,0.18325,0.1672413793103448,0.086904762,0.054263566,0,0
A'Montae Spivey,99151,0.0,0.007594937,0.0,0.0,0.0,0.0,0.0,0.007304883,0.0,0.0,0.0,0.009558824,0.027048064,0.0,0.0,0.04,0.0,0.0,0.7243735763097949,0.4992805755395684,0.7835164835164835,0.0,0.2494758909853249,0.4739803094233474,0.4868852459016394,0.0,0.1132075471698113,0.0,0.009163803,0.0,0.003490401,0.004885993,0.0,0.0,0.0,0.007407407,0.0,0.007304883,0.009558824,0.175,0.1689655172413793,0.071428571,0.011627907,0,0
A'Montae Spivey,99151,0.071428571,0.015189873,0.019230769,0.0,0.0,0.0,0.0,0.009611688,0.0,0.0,0.019230769,0.018382353,0.066744503,0.0,0.007936508,0.04,0.1,0.01048951,0.162870159,0.3323741007194244,0.7824175824175825,0.0,0.2075471698113207,0.5035161744022503,0.2885245901639344,0.4358578052550232,0.1320754716981132,0.0,0.009163803,0.0,0.001745201,0.013029316,0.0,0.0,0.01010101,0.014814815,0.0,0.009611688,0.018382353,0.1965,0.1620689655172413,0.071428571,0.011627907,0,0
A'Varius Sparrow,123433,0.0,0.005063291,0.0,0.0,0.0,0.0,0.0,0.006920415,0.0,0.0,0.0,0.005882353,0.027048064,0.0,0.007936508,0.968,0.0,0.0,0.7095671981776766,0.6143884892086332,0.7263736263736263,0.0,0.0,0.0,0.52295082,0.0,0.1226415094339622,0.0,0.009163803,0.0,0.0,0.003257329,0.0,0.0,0.0,0.004938272,0.0,0.006920415,0.005882353,0.15,0.1775862068965517,0.0,0.011627907,0,0
A'Varius Sparrow,123433,0.1428571428571428,0.017721519,0.028846154,0.0,0.0,0.0,0.0,0.009996155,0.0,0.0,0.028846154,0.017647059,0.053706947,0.0,0.0,0.492,0.0,0.003496503,0.7676537585421414,0.502158273,0.8340659340659342,0.0,0.610062893,0.5443037974683544,0.4327868852459017,0.4312210200927356,0.1320754716981132,0.0,0.06185567,0.058823529,0.031413613,0.01465798,0.0,0.0,0.050505051,0.02962963,0.0,0.009996155,0.017647059,0.1845,0.1603448275862068,0.1019047619047619,0.027131783,0,0
A'Varius Sparrow,123433,0.071428571,0.005063291,0.0,0.0,0.0,0.0,0.0,0.00461361,0.0,0.0,0.0,0.006617647,0.027048064,0.0,0.007936508,0.968,0.0,0.003496503,0.7095671981776766,0.525179856,0.7626373626373628,0.0,0.7337526205450733,0.5035161744022503,0.4426229508196723,0.4559505409582689,0.094339623,0.0,0.009163803,0.0,0.001745201,0.004885993,0.0,0.0,0.0,0.004938272,0.03125,0.00461361,0.006617647,0.15825,0.143103448,0.071428571,0.007751938,0,0
A.J. Carter,83611,0.7857142857142857,0.043037975,0.019230769,0.024390244,0.2191666666666666,0.010211028,0.0,0.024990388,0.2222222222222222,0.0,0.019230769,0.0375,0.039501849,0.015384615,0.007936508,0.036,0.2,0.006993007,0.164009112,0.2805755395683454,0.8593406593406594,0.0,0.8448637316561843,0.046413502,0.3245901639344262,0.4343122102009273,0.2075471698113207,0.0,0.036655212,0.023529412,0.045375218,0.045602606,0.0,0.0,0.050505051,0.04691358,0.0,0.024990388,0.0375,0.189,0.1758620689655172,0.082380952,0.062015504,0,0
A.J. Carter,83611,0.1428571428571428,0.007594937,0.0,0.0,0.0,0.0,0.0,0.00768935,0.0,0.0,0.0,0.008823529,0.027048064,0.0,0.0,0.036,0.0,0.0,0.7243735763097949,0.4302158273381296,0.776923077,0.0,0.742138365,0.4852320675105485,0.3590163934426229,0.4559505409582689,0.1415094339622641,0.0,0.009163803,0.0,0.003490401,0.008143322,0.0,0.0,0.0,0.007407407,0.0,0.00768935,0.008823529,0.16875,0.1724137931034482,0.071428571,0.015503876,0,0
A.J. Clinton-Earl,17654,0.0,0.005063291,0.0,0.0,0.0,0.0,0.0,0.008842753,0.0,0.0,0.0,0.005882353,0.027048064,0.0,0.0,0.0,0.0,0.01048951,0.7095671981776766,0.456115108,0.7516483516483518,0.0,0.0,0.0,0.3852459016393443,0.4559505409582689,0.1226415094339622,0.0,0.009163803,0.0,0.0,0.004885993,0.0,0.0,0.0,0.004938272,0.0,0.008842753,0.005882353,0.15,0.2068965517241379,0.0,0.0,0,0
