player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mitchell Schwartz,7041,T,KC,19,100.0,1,16,89.3,84.3,84.9,5,16,756,100.0,100.0,98.6,6,21,0,1251,0,0,0,1251,834,834,0,1248,417,1
Austin Reiter,9655,C,KC,19,100.0,2,16,66.0,79.2,56.5,1,7,757,100.0,100.0,99.1,8,11,3,1250,1248,0,0,1250,835,835,0,0,415,0
Laken Tomlinson,9461,G,SF,19,100.0,1,28,68.8,69.3,65.9,5,21,590,100.0,100.0,97.3,5,29,3,1239,0,1238,0,1239,636,636,0,0,603,0
Germain Ifedi,10665,T,SEA,18,100.0,1,29,58.8,63.3,57.6,6,39,687,100.0,100.0,95.7,14,52,7,1228,0,0,0,1228,744,744,0,1227,484,1
Jason Kelce,6343,C,PHI,17,100.0,1,24,81.1,67.6,83.8,4,29,715,100.0,100.0,97.4,4,35,2,1227,1226,0,0,1227,763,763,0,0,464,0
Isaac Seumalo,10713,G,PHI,17,100.0,0,24,70.6,70.1,67.9,5,32,715,100.0,100.0,96.7,5,42,5,1226,1,1224,0,1226,763,763,0,0,463,0
Joe Thuney,10712,G,NE,17,100.0,0,19,79.2,88.0,68.7,4,12,685,100.0,100.0,98.7,0,17,1,1201,0,1193,0,1201,732,732,0,8,469,0
Billy Turner,8702,G,GB,18,100.0,1,12,63.4,54.8,64.5,6,37,707,100.0,100.0,95.7,2,52,9,1200,0,1,2,1200,764,764,1196,1,436,0
Bradley Bozeman,27934,G,BLT,17,100.0,2,3,63.8,56.9,65.9,3,18,579,100.0,100.0,97.3,6,26,5,1199,0,1198,0,1199,610,610,0,0,589,0
David Bakhtiari,7891,T,GB,18,100.0,0,12,79.2,89.8,65.8,8,27,705,100.0,100.0,97.2,11,37,2,1199,0,2,1192,1199,762,762,2,2,437,1
Orlando Brown Jr.,46227,T,BLT,17,100.0,2,3,73.6,83.3,60.3,3,15,579,100.0,100.0,97.9,3,21,3,1199,0,0,14,1199,610,610,0,1184,589,0
Nick Martin,10684,C,HST,18,100.0,2,13,67.3,82.3,59.7,2,10,703,100.0,100.0,98.7,5,15,3,1167,1167,0,0,1167,748,748,0,0,419,0
Jake Matthews,8641,T,ATL,16,100.0,0,2,79.7,84.9,64.2,3,17,753,100.0,100.0,97.6,7,28,8,1163,0,1,1162,1163,808,808,0,0,355,0
Alex Mack,4944,C,ATL,16,100.0,0,2,72.1,76.3,72.1,8,19,748,100.0,100.0,97.9,9,29,2,1156,1156,0,0,1156,803,803,0,0,353,0
Quinton Spain,10110,G,BUF,17,100.0,2,4,55.8,71.2,45.7,5,25,646,100.0,100.0,97.7,4,30,0,1147,0,1147,0,1147,688,688,0,0,459,0
